week_start,week_end,count,weekly_pct_change,total_pct_change
2026-02-09,2026-02-15,11,,-90.9090909090909
2026-02-16,2026-02-22,15,36.36363636363635,-90.9090909090909
2026-02-23,2026-03-01,9,-40.0,-90.9090909090909
2026-03-02,2026-03-08,2,-77.77777777777779,-90.9090909090909
2026-03-09,2026-03-15,1,-50.0,-90.9090909090909
