week_start,week_end,count,weekly_pct_change,total_pct_change
2026-03-02,2026-03-08,5,,6180.0
2026-03-09,2026-03-15,356,7020.0,6180.0
2026-03-16,2026-03-22,314,-11.79775280898876,6180.0
